Train_No,Total_Distance,Number_of_Stops,Start_Departure_Minute,End_Arrival_Minute,Journey_Duration_Minutes
51883,345,31,725.0,1355.0,630.0
51884,345,31,510.0,1065.0,555.0
51885,152,18,1080.0,1310.0,230.0
51886,154,18,345.0,560.0,215.0
51901,190,31,540.0,960.0,420.0
51902,194,32,420.0,805.0,385.0
51905,93,24,1135.0,1335.0,200.0
51906,90,16,120.0,270.0,150.0
51907,70,13,1125.0,1250.0,125.0
51908,70,13,980.0,1095.0,115.0
51909,163,36,320.0,660.0,340.0
51910,163,36,415.0,735.0,320.0
51911,163,36,765.0,1070.0,305.0
51912,163,36,1095.0,1430.0,335.0
51913,163,32,1085.0,1415.0,330.0
51914,160,28,195.0,490.0,295.0
51915,52,12,10.0,115.0,105.0
51916,51,12,250.0,375.0,125.0
51971,122,13,595.0,780.0,185.0
51972,123,13,830.0,995.0,165.0
51973,273,34,405.0,835.0,430.0
51974,273,34,860.0,1330.0,470.0
52073,202,15,320.0,690.0,370.0
52074,202,15,1130.0,55.0,365.0
52075,202,16,840.0,1200.0,360.0
52076,202,16,420.0,775.0,355.0
52171,186,28,390.0,1045.0,655.0
52172,186,28,370.0,1030.0,660.0
52173,92,15,920.0,1230.0,310.0
52174,92,15,375.0,675.0,300.0
52175,92,8,570.0,850.0,280.0
52176,92,7,915.0,1195.0,280.0
52177,103,14,370.0,710.0,340.0
52178,103,14,845.0,1175.0,330.0
52179,70,9,240.0,420.0,180.0
52180,70,9,440.0,615.0,175.0
52181,58,9,640.0,785.0,145.0
52182,27,5,800.0,870.0,70.0
52183,39,5,885.0,985.0,100.0
52184,70,9,1000.0,1175.0,175.0
52205,67,13,660.0,795.0,135.0
52206,67,8,1250.0,1380.0,130.0
52207,67,13,460.0,595.0,135.0
52208,67,13,810.0,960.0,150.0
52221,67,13,900.0,1045.0,145.0
52222,67,13,615.0,760.0,145.0
52223,67,13,1060.0,1200.0,140.0
52224,67,13,380.0,515.0,135.0
52225,67,8,1260.0,1380.0,120.0
52226,67,13,1070.0,1205.0,135.0
52229,84,15,390.0,560.0,170.0
52230,84,16,570.0,765.0,195.0
52231,84,15,440.0,600.0,160.0
52232,84,15,645.0,815.0,170.0
52233,83,15,840.0,1010.0,170.0
52234,84,16,815.0,1010.0,195.0
52235,83,14,1070.0,1255.0,185.0
52236,84,13,1050.0,1215.0,165.0
52239,78,6,380.0,570.0,190.0
52240,78,6,1110.0,1260.0,150.0
52241,205,18,375.0,825.0,450.0
52242,205,18,915.0,1335.0,420.0
52251,205,18,645.0,1080.0,435.0
52252,205,19,420.0,855.0,435.0
52253,205,18,795.0,1275.0,480.0
52254,205,18,625.0,1035.0,410.0
52255,205,19,1080.0,75.0,435.0
52256,205,18,1230.0,180.0,390.0
52257,205,16,1380.0,330.0,390.0
52258,205,16,220.0,600.0,380.0
52259,205,16,270.0,705.0,435.0
52260,205,16,10.0,420.0,410.0
52263,54,6,900.0,1020.0,120.0
52264,54,6,420.0,540.0,120.0
52265,54,6,1245.0,1365.0,120.0
52266,54,6,1065.0,1185.0,120.0
52267,54,6,465.0,600.0,135.0
52268,54,6,840.0,960.0,120.0
52297,84,6,300.0,435.0,135.0
52298,84,6,485.0,650.0,165.0
52451,95,3,320.0,600.0,280.0
52452,95,3,1070.0,1355.0,285.0
52453,95,12,360.0,665.0,305.0
52454,95,14,1110.0,1410.0,300.0
52455,95,11,730.0,1050.0,320.0
52456,95,10,625.0,970.0,345.0
52457,95,18,210.0,535.0,325.0
52458,95,18,865.0,1210.0,345.0
52461,93,17,1070.0,1305.0,235.0
52462,104,17,285.0,510.0,225.0
52463,156,28,240.0,645.0,405.0
52464,176,27,240.0,650.0,410.0
52465,162,30,405.0,840.0,435.0
52466,185,30,440.0,860.0,420.0
52467,162,30,800.0,1255.0,455.0
52468,185,30,850.0,1225.0,375.0
52469,164,25,950.0,1350.0,400.0
52470,169,23,1055.0,1435.0,380.0
52471,192,30,135.0,685.0,550.0
52472,215,34,440.0,1050.0,610.0
52473,191,34,600.0,1185.0,585.0
52474,213,33,740.0,1355.0,615.0
52540,87,12,480.0,910.0,430.0
52541,87,12,510.0,935.0,425.0
52570,30,5,555.0,750.0,195.0
52571,30,5,840.0,1065.0,225.0
52587,30,5,390.0,545.0,155.0
52588,30,5,960.0,1110.0,150.0
52591,12,3,460.0,565.0,105.0
52592,12,3,570.0,695.0,125.0
52593,12,3,580.0,700.0,120.0
52594,12,3,600.0,720.0,120.0
52595,12,3,730.0,850.0,120.0
52596,12,3,740.0,860.0,120.0
52597,12,3,765.0,870.0,105.0
52598,12,3,965.0,1085.0,120.0
52599,12,3,980.0,1100.0,120.0
52911,134,14,330.0,595.0,265.0
52912,134,14,1055.0,1290.0,235.0
52913,134,14,745.0,1035.0,290.0
52914,134,14,460.0,715.0,255.0
52929,189,17,585.0,1005.0,420.0
52930,189,17,725.0,1080.0,355.0
52931,104,11,465.0,620.0,155.0
52932,104,11,1050.0,1195.0,145.0
52933,189,17,835.0,1215.0,380.0
52934,154,21,295.0,580.0,285.0
52935,154,20,950.0,1215.0,265.0
52938,175,14,1015.0,1315.0,300.0
52939,175,14,365.0,675.0,310.0
52940,154,20,840.0,1125.0,285.0
52941,154,20,525.0,790.0,265.0
52942,154,12,430.0,650.0,220.0
52943,154,12,1075.0,1270.0,195.0
52944,154,17,270.0,505.0,235.0
52945,154,17,1150.0,1375.0,225.0
52946,189,17,450.0,795.0,345.0
52947,104,11,1215.0,1355.0,140.0
52948,104,11,425.0,560.0,135.0
52949,95,12,980.0,1195.0,215.0
52950,95,12,485.0,680.0,195.0
52951,159,19,865.0,1235.0,370.0
52952,159,19,435.0,800.0,365.0
52953,70,7,895.0,1120.0,225.0
52954,70,7,715.0,870.0,155.0
52955,133,12,370.0,620.0,250.0
52956,133,12,1080.0,1310.0,230.0
52963,63,8,405.0,545.0,140.0
52964,63,8,840.0,990.0,150.0
52973,63,8,1170.0,1320.0,150.0
52974,63,8,365.0,515.0,150.0
52975,63,8,840.0,990.0,150.0
52976,63,8,1125.0,1275.0,150.0
52987,63,8,1170.0,1320.0,150.0
52988,63,8,365.0,515.0,150.0
53001,209,42,960.0,1320.0,360.0
53002,216,36,1265.0,230.0,405.0
53005,65,17,485.0,620.0,135.0
53006,72,16,210.0,320.0,110.0
53007,131,28,540.0,810.0,270.0
53008,131,29,540.0,870.0,330.0
53009,65,18,715.0,840.0,125.0
53010,72,19,280.0,410.0,130.0
53011,65,15,830.0,950.0,120.0
53012,72,20,440.0,575.0,135.0
53013,72,17,960.0,1080.0,120.0
53014,72,17,535.0,655.0,120.0
53015,65,16,1125.0,1245.0,120.0
53016,72,16,785.0,925.0,140.0
53017,72,17,1160.0,1295.0,135.0
53018,72,20,915.0,1048.0,133.0
53019,65,13,1315.0,1425.0,110.0
53020,65,15,1000.0,1122.0,122.0
53021,142,25,195.0,505.0,310.0
53022,142,25,855.0,1170.0,315.0
53023,59,11,340.0,455.0,115.0
53024,59,10,1345.0,5.0,100.0
53025,59,11,555.0,665.0,110.0
53026,59,11,1070.0,1200.0,130.0
53027,112,22,965.0,1185.0,220.0
53028,112,22,430.0,660.0,230.0
53029,217,42,985.0,80.0,535.0
53030,217,41,285.0,775.0,490.0
53031,59,11,1105.0,1225.0,120.0
53034,59,11,945.0,1050.0,105.0
53035,87,18,1280.0,95.0,255.0
53036,87,20,225.0,390.0,165.0
53037,74,14,525.0,665.0,140.0
53038,74,14,700.0,845.0,145.0
53041,718,118,435.0,755.0,1760.0
53042,718,107,1210.0,1380.0,1610.0
53043,653,83,670.0,655.0,1425.0
53044,653,73,750.0,730.0,1420.0
53045,286,21,985.0,1335.0,350.0
53046,287,20,330.0,695.0,365.0
53047,218,23,1000.0,1285.0,285.0
53048,218,23,310.0,610.0,300.0
53049,453,53,1390.0,670.0,720.0
53050,454,50,730.0,180.0,890.0
53061,348,50,375.0,1090.0,715.0
53062,346,50,475.0,1250.0,775.0
53063,194,31,390.0,690.0,300.0
53064,194,31,885.0,1240.0,355.0
53068,111,19,575.0,730.0,155.0
53069,111,19,1215.0,1375.0,160.0
53073,137,22,1245.0,20.0,215.0
53074,137,22,285.0,500.0,215.0
53075,82,13,1380.0,55.0,115.0
53076,82,13,130.0,260.0,130.0
53081,64,8,690.0,790.0,100.0
53131,571,70,350.0,15.0,1105.0
53132,572,70,460.0,205.0,1185.0
53137,82,13,280.0,395.0,115.0
53138,82,13,590.0,720.0,130.0
53139,324,18,1345.0,350.0,445.0
53140,325,18,420.0,815.0,395.0
53171,231,40,225.0,575.0,350.0
53172,229,38,1320.0,270.0,390.0
53175,231,35,760.0,1110.0,350.0
53176,229,36,410.0,757.0,347.0
53177,230,29,1000.0,1320.0,320.0
53178,229,36,540.0,910.0,370.0
53179,223,35,840.0,1175.0,335.0
53180,222,39,855.0,1220.0,365.0
53181,230,34,1410.0,310.0,340.0
53186,229,33,440.0,765.0,325.0
53207,42,5,840.0,980.0,140.0
53208,42,5,690.0,785.0,95.0
53209,71,8,420.0,630.0,210.0
53210,71,8,1040.0,1270.0,230.0
53211,146,13,910.0,1180.0,270.0
53212,146,13,330.0,680.0,350.0
53213,94,26,840.0,1025.0,185.0
53214,88,25,1080.0,1270.0,190.0
53221,53,8,1300.0,10.0,150.0
53222,53,8,960.0,1110.0,150.0
53223,53,8,570.0,750.0,180.0
53224,53,7,345.0,525.0,180.0
53225,140,13,845.0,1175.0,330.0
53226,140,13,487.0,840.0,353.0
53229,108,19,300.0,600.0,300.0
53230,108,18,1100.0,1395.0,295.0
53231,154,20,930.0,5.0,515.0
53232,154,20,515.0,900.0,385.0
53323,27,7,510.0,590.0,80.0
53324,27,7,370.0,455.0,85.0
53327,56,12,820.0,945.0,125.0
53328,56,12,975.0,1110.0,135.0
53333,27,6,1175.0,1265.0,90.0
53334,27,6,720.0,790.0,70.0
53343,460,59,340.0,1140.0,800.0
53344,460,58,395.0,1185.0,790.0
53345,223,23,260.0,775.0,515.0
53346,223,23,890.0,1365.0,475.0
53347,258,36,590.0,1010.0,420.0
53348,258,35,350.0,835.0,485.0
53349,159,24,1040.0,1295.0,255.0
53350,159,24,335.0,610.0,275.0
53351,304,31,180.0,715.0,535.0
53352,304,31,840.0,1400.0,560.0
53357,316,43,410.0,900.0,490.0
53358,316,42,940.0,1435.0,495.0
53363,85,14,610.0,735.0,125.0
53364,85,14,800.0,930.0,130.0
53365,87,9,570.0,720.0,150.0
53366,87,9,360.0,510.0,150.0
53369,87,9,1095.0,1245.0,150.0
53370,87,9,885.0,1035.0,150.0
53371,139,16,360.0,630.0,270.0
53372,139,16,360.0,620.0,260.0
53373,139,16,770.0,1020.0,250.0
53374,139,16,1080.0,1340.0,260.0
53401,103,19,360.0,555.0,195.0
53402,103,19,980.0,1165.0,185.0
53403,433,66,340.0,2.0,1102.0
53404,174,21,380.0,770.0,390.0
53405,137,22,465.0,671.0,206.0
53406,137,22,1165.0,1410.0,245.0
53408,259,46,785.0,1310.0,525.0
53411,54,10,750.0,840.0,90.0
53412,54,10,730.0,820.0,90.0
53415,127,31,925.0,1195.0,270.0
53416,127,31,450.0,695.0,245.0
53417,233,39,300.0,660.0,360.0
53418,233,39,900.0,1300.0,400.0
53423,45,13,720.0,795.0,75.0
53424,44,13,825.0,910.0,85.0
53431,127,31,425.0,715.0,290.0
53432,127,31,930.0,1165.0,235.0
53433,87,19,520.0,715.0,195.0
53434,87,19,860.0,1025.0,165.0
53435,65,19,360.0,500.0,140.0
53436,65,18,1120.0,1265.0,145.0
53441,71,16,640.0,815.0,175.0
53442,72,16,240.0,415.0,175.0
53443,71,16,930.0,1095.0,165.0
53444,73,18,725.0,905.0,180.0
53445,71,16,1320.0,60.0,180.0
53446,72,16,1125.0,1300.0,175.0
53447,50,15,1180.0,1315.0,135.0
53448,51,15,1005.0,1145.0,140.0
53449,50,15,565.0,700.0,135.0
53450,51,15,400.0,540.0,140.0
53451,41,6,555.0,635.0,80.0
53452,41,6,420.0,505.0,85.0
53479,45,13,320.0,400.0,80.0
53480,44,13,460.0,545.0,85.0
53481,11,2,230.0,255.0,25.0
53482,11,2,120.0,145.0,25.0
53483,11,2,345.0,370.0,25.0
53484,11,2,275.0,300.0,25.0
53485,11,2,590.0,618.0,28.0
53486,11,2,390.0,415.0,25.0
53487,11,2,827.0,855.0,28.0
53488,11,2,720.0,745.0,25.0
53489,11,2,980.0,1005.0,25.0
53490,11,2,895.0,920.0,25.0
53491,11,2,1150.0,1175.0,25.0
53492,11,2,1030.0,1058.0,28.0
53493,11,2,1290.0,1315.0,25.0
53494,11,2,1200.0,1225.0,25.0
53495,11,2,1410.0,1435.0,25.0
53496,11,2,1340.0,1365.0,25.0
53497,52,18,1285.0,1385.0,100.0
53498,52,18,1138.0,1265.0,127.0
53511,38,7,200.0,260.0,60.0
53512,37,7,290.0,345.0,55.0
53513,38,7,480.0,540.0,60.0
53514,37,7,560.0,620.0,60.0
53515,38,7,735.0,795.0,60.0
53516,37,7,815.0,875.0,60.0
53517,38,7,980.0,1040.0,60.0
53518,37,7,1060.0,1115.0,55.0
53519,38,7,1295.0,1350.0,55.0
53520,37,7,1370.0,1425.0,55.0
53523,188,35,990.0,1365.0,375.0
53524,188,35,180.0,590.0,410.0
53525,453,63,240.0,1060.0,820.0
53526,453,62,420.0,1230.0,810.0
53551,70,9,565.0,665.0,100.0
53552,70,9,445.0,545.0,100.0
53553,70,9,805.0,905.0,100.0
53554,70,9,685.0,785.0,100.0
53555,70,9,1080.0,1185.0,105.0
53556,70,9,950.0,1055.0,105.0
53611,159,24,330.0,605.0,275.0
53612,159,24,1145.0,1430.0,285.0
53615,174,19,495.0,860.0,365.0
53616,174,19,900.0,1220.0,320.0
53623,183,20,840.0,1225.0,385.0
53624,183,21,305.0,780.0,475.0
53625,129,13,295.0,610.0,315.0
53626,129,13,440.0,730.0,290.0
53627,129,12,370.0,695.0,325.0
53628,129,12,675.0,1020.0,345.0
53629,129,12,795.0,1080.0,285.0
53630,129,13,1140.0,1425.0,285.0
53631,129,12,1080.0,1325.0,245.0
53632,129,12,1255.0,90.0,275.0
53641,53,9,1160.0,1305.0,145.0
53642,53,9,395.0,485.0,90.0
53643,18,4,495.0,555.0,60.0
53644,18,4,585.0,645.0,60.0
53645,18,4,730.0,790.0,60.0
53646,18,4,820.0,880.0,60.0
53647,18,4,990.0,1050.0,60.0
53648,18,4,1080.0,1140.0,60.0
54001,73,20,1115.0,1275.0,160.0
54002,73,20,375.0,523.0,148.0
54005,119,23,255.0,490.0,235.0
54006,141,25,275.0,550.0,275.0
54007,141,25,570.0,830.0,260.0
54008,141,25,600.0,850.0,250.0
54009,141,25,1070.0,1350.0,280.0
54010,33,5,1370.0,1415.0,45.0
54011,227,39,1065.0,25.0,400.0
54012,227,39,160.0,548.0,388.0
54013,49,7,845.0,910.0,65.0
54014,49,7,445.0,540.0,95.0
54015,49,7,1065.0,1160.0,95.0
54016,49,7,590.0,665.0,75.0
54018,49,7,955.0,1040.0,85.0
54019,81,8,305.0,405.0,100.0
54023,57,9,420.0,500.0,80.0
54024,127,25,1060.0,1335.0,275.0
54025,60,6,675.0,840.0,165.0
54026,71,6,890.0,995.0,105.0
54031,127,25,705.0,920.0,215.0
54032,127,25,440.0,660.0,220.0
54033,160,29,1045.0,1345.0,300.0
54034,127,25,950.0,1185.0,235.0
54035,199,35,940.0,1300.0,360.0
54036,199,35,285.0,620.0,335.0
54037,120,17,465.0,670.0,205.0
54038,119,17,255.0,435.0,180.0
54039,120,17,745.0,940.0,195.0
54040,119,17,505.0,690.0,185.0
54041,120,17,1100.0,1285.0,185.0
54042,119,17,785.0,975.0,190.0
54043,327,40,1000.0,40.0,480.0
54044,327,40,300.0,890.0,590.0
54045,257,34,205.0,755.0,550.0
54046,257,36,880.0,1320.0,440.0
54047,120,10,1310.0,45.0,175.0
54048,119,17,1065.0,1265.0,200.0
54049,141,25,245.0,505.0,260.0
54050,141,25,965.0,1220.0,255.0
54051,123,14,605.0,790.0,185.0
54052,123,14,840.0,1010.0,170.0
54053,128,19,320.0,515.0,195.0
54054,128,19,1130.0,1345.0,215.0
54055,160,26,975.0,1330.0,355.0
54056,160,26,600.0,935.0,335.0
54057,93,24,1260.0,40.0,220.0
54058,93,24,195.0,415.0,220.0
54059,90,16,1385.0,95.0,150.0
54060,93,24,390.0,610.0,220.0
54075,408,40,865.0,220.0,795.0
54076,408,44,1430.0,815.0,825.0
54077,110,18,1075.0,1340.0,265.0
54078,110,19,285.0,575.0,290.0
54085,82,18,415.0,575.0,160.0
54086,82,18,625.0,815.0,190.0
54091,24,3,1205.0,1255.0,50.0
54092,24,3,420.0,470.0,50.0
54101,208,34,1015.0,1390.0,375.0
54102,208,34,175.0,540.0,365.0
54103,120,16,370.0,555.0,185.0
54104,120,16,1110.0,1300.0,190.0
54107,113,19,1020.0,1330.0,310.0
54108,113,19,335.0,610.0,275.0
54109,214,33,985.0,1400.0,415.0
54110,214,33,200.0,625.0,425.0
54152,77,13,1085.0,1250.0,165.0
54153,167,27,170.0,520.0,350.0
54154,167,27,992.0,1330.0,338.0
54155,138,27,760.0,1025.0,265.0
54156,139,27,610.0,860.0,250.0
54158,136,26,1255.0,35.0,220.0
54159,397,44,430.0,1125.0,695.0
54161,261,27,245.0,640.0,395.0
54162,261,28,980.0,1380.0,400.0
54201,37,7,810.0,875.0,65.0
54211,128,23,375.0,635.0,260.0
54212,128,23,860.0,1140.0,280.0
54221,57,10,305.0,415.0,110.0
54222,57,10,445.0,580.0,135.0
54223,57,10,1050.0,1195.0,145.0
54224,57,10,1240.0,1360.0,120.0
54225,37,5,595.0,645.0,50.0
54226,37,5,515.0,565.0,50.0
54227,37,5,1035.0,1110.0,75.0
54228,37,5,945.0,995.0,50.0
54231,127,18,340.0,560.0,220.0
54232,127,18,280.0,535.0,255.0
54233,127,18,960.0,1150.0,190.0
54234,127,18,1025.0,1285.0,260.0
54237,46,7,1220.0,1310.0,90.0
54238,45,7,285.0,375.0,90.0
54239,38,5,505.0,565.0,60.0
54240,38,5,595.0,650.0,55.0
54243,38,5,1030.0,1090.0,60.0
54244,38,5,1125.0,1190.0,65.0
54251,508,74,1200.0,1130.0,1370.0
54252,518,75,495.0,245.0,1190.0
54253,225,32,905.0,15.0,550.0
54254,225,32,290.0,730.0,440.0
54255,301,43,360.0,895.0,535.0
54256,301,42,670.0,1280.0,610.0
54261,75,14,1170.0,1350.0,180.0
54262,57,11,195.0,315.0,120.0
54263,143,21,420.0,630.0,210.0
54264,143,21,395.0,615.0,220.0
54265,143,21,975.0,1210.0,235.0
54266,143,21,1110.0,1365.0,255.0
54267,18,4,535.0,585.0,50.0
54268,18,4,460.0,510.0,50.0
54270,18,4,1105.0,1152.0,47.0
54271,198,31,720.0,1150.0,430.0
54272,198,31,1162.0,70.0,348.0
54273,97,17,190.0,395.0,205.0
54274,97,17,420.0,680.0,260.0
54281,139,19,330.0,575.0,245.0
54282,139,18,365.0,620.0,255.0
54283,139,18,1170.0,40.0,310.0
54284,139,18,1135.0,1365.0,230.0
54291,128,18,1035.0,1255.0,220.0
54292,128,18,305.0,560.0,255.0
54293,172,25,395.0,730.0,335.0
54294,172,27,830.0,1225.0,395.0
54303,266,41,920.0,1430.0,510.0
54304,331,47,425.0,1180.0,755.0
54307,160,23,1020.0,1390.0,370.0
54308,160,23,100.0,480.0,380.0
54309,82,18,320.0,490.0,170.0
54310,82,18,570.0,740.0,170.0
54311,110,20,740.0,950.0,210.0
54312,110,20,470.0,695.0,225.0
54313,43,9,1135.0,1250.0,115.0
54314,43,9,990.0,1095.0,105.0
54321,64,13,460.0,753.0,293.0
54322,64,13,1095.0,1265.0,170.0
54323,98,11,940.0,1085.0,145.0
54324,97,14,760.0,900.0,140.0
54325,176,30,660.0,1205.0,545.0
54326,176,30,315.0,855.0,540.0
54327,86,11,1060.0,1230.0,170.0
54328,86,11,425.0,565.0,140.0
54329,95,16,1070.0,1275.0,205.0
54330,95,16,500.0,695.0,195.0
54331,68,11,1025.0,1170.0,145.0
54332,68,10,440.0,585.0,145.0
54333,323,46,225.0,975.0,750.0
54334,323,46,660.0,1300.0,640.0
54335,117,20,420.0,650.0,230.0
54336,117,20,880.0,1115.0,235.0
54341,131,21,850.0,1235.0,385.0
54342,131,21,465.0,785.0,320.0
54351,164,27,690.0,1060.0,370.0
54352,164,27,270.0,615.0,345.0
54353,164,22,1065.0,1415.0,350.0
54354,164,27,540.0,890.0,350.0
54355,78,13,365.0,500.0,135.0
54356,78,13,1120.0,1310.0,190.0
54371,150,21,240.0,645.0,405.0
54372,150,21,800.0,1110.0,310.0
54373,150,21,465.0,760.0,295.0
54374,150,21,1065.0,1395.0,330.0
54375,107,18,410.0,655.0,245.0
54376,107,18,1020.0,1255.0,235.0
54377,429,62,55.0,925.0,870.0
54378,429,62,485.0,1415.0,930.0
54381,106,17,475.0,700.0,225.0
54382,106,18,495.0,770.0,275.0
54383,106,18,885.0,1125.0,240.0
54384,106,17,1025.0,1255.0,230.0
54385,24,3,535.0,585.0,50.0
54386,24,3,610.0,660.0,50.0
54387,24,3,685.0,735.0,50.0
54388,24,3,760.0,810.0,50.0
54389,24,3,1035.0,1085.0,50.0
54390,24,3,1110.0,1160.0,50.0
54391,142,24,295.0,570.0,275.0
54392,142,24,1040.0,1325.0,285.0
54393,53,9,600.0,730.0,130.0
54394,53,9,855.0,995.0,140.0
54395,159,23,1150.0,85.0,375.0
54396,159,23,215.0,545.0,330.0
54397,47,9,965.0,1125.0,160.0
54398,47,9,800.0,940.0,140.0
54401,92,14,360.0,575.0,215.0
54402,92,14,340.0,600.0,260.0
54403,92,14,775.0,965.0,190.0
54404,92,14,645.0,820.0,175.0
54405,92,14,1060.0,1270.0,210.0
54406,92,13,1075.0,1250.0,175.0
54411,160,37,895.0,1240.0,345.0
54412,160,37,405.0,730.0,325.0
54413,82,18,195.0,345.0,150.0
54414,82,18,425.0,580.0,155.0
54416,82,18,790.0,940.0,150.0
54417,82,18,970.0,1125.0,155.0
54420,82,18,1165.0,1340.0,175.0
54421,82,18,675.0,865.0,190.0
54423,119,23,1020.0,1235.0,215.0
54424,119,23,300.0,520.0,220.0
54461,415,55,890.0,390.0,940.0
54462,416,56,1275.0,720.0,885.0
54463,233,38,260.0,840.0,580.0
54464,233,36,705.0,1375.0,670.0
54465,142,21,945.0,1195.0,250.0
54466,142,21,345.0,620.0,275.0
54467,73,10,340.0,480.0,140.0
54468,73,10,510.0,610.0,100.0
54469,73,10,650.0,760.0,110.0
54470,73,10,960.0,1070.0,110.0
54471,283,45,1055.0,280.0,665.0
54472,283,46,355.0,1070.0,715.0
54473,189,33,1095.0,10.0,355.0
54474,189,28,235.0,540.0,305.0
54475,243,50,590.0,1310.0,720.0
54476,243,50,260.0,970.0,710.0
54481,22,5,250.0,315.0,65.0
54482,22,5,420.0,480.0,60.0
54483,22,5,615.0,675.0,60.0
54484,22,5,875.0,945.0,70.0
54485,22,5,1010.0,1080.0,70.0
54486,22,5,1110.0,1165.0,55.0
54531,69,8,1110.0,1220.0,110.0
54532,69,8,785.0,885.0,100.0
54539,272,42,180.0,855.0,675.0
54540,272,40,875.0,60.0,625.0
54541,194,28,315.0,670.0,355.0
54542,194,28,985.0,1410.0,425.0
54551,201,26,660.0,965.0,305.0
54552,201,26,450.0,765.0,315.0
54553,106,14,955.0,1105.0,150.0
54555,95,13,375.0,515.0,140.0
54556,201,24,1070.0,1390.0,320.0
54557,53,7,460.0,540.0,80.0
54558,53,7,1035.0,1115.0,80.0
54559,116,12,565.0,745.0,180.0
54560,116,12,765.0,950.0,185.0
54561,87,13,410.0,535.0,125.0
54562,87,13,395.0,540.0,145.0
54563,87,13,850.0,980.0,130.0
54564,87,13,1060.0,1200.0,140.0
54571,123,20,1040.0,1245.0,205.0
54572,123,20,660.0,890.0,230.0
54575,77,15,1150.0,1295.0,145.0
54576,77,15,350.0,500.0,150.0
54581,43,7,1080.0,1150.0,70.0
54582,43,7,555.0,630.0,75.0
54601,345,38,40.0,600.0,560.0
54602,415,39,990.0,300.0,750.0
54603,209,29,270.0,615.0,345.0
54604,209,29,875.0,1210.0,335.0
54605,279,35,390.0,855.0,465.0
54606,209,29,1035.0,1380.0,345.0
54611,106,16,280.0,455.0,175.0
54612,106,17,315.0,490.0,175.0
54613,106,17,405.0,585.0,180.0
54614,106,17,480.0,660.0,180.0
54615,106,17,1055.0,1255.0,200.0
54616,106,17,1035.0,1220.0,185.0
54621,115,18,1050.0,1230.0,180.0
54622,115,18,505.0,705.0,200.0
54625,87,17,300.0,495.0,195.0
54626,87,17,1030.0,1230.0,200.0
54631,207,24,965.0,1295.0,330.0
54632,229,27,300.0,675.0,375.0
54633,291,36,700.0,1125.0,425.0
54634,269,34,330.0,825.0,495.0
54635,209,28,960.0,1325.0,365.0
54636,209,29,575.0,910.0,335.0
54637,42,7,720.0,810.0,90.0
54638,42,7,625.0,695.0,70.0
54641,384,60,430.0,1175.0,745.0
54642,384,59,690.0,1370.0,680.0
54643,117,18,890.0,1100.0,210.0
54644,117,18,385.0,590.0,205.0
54645,123,14,1225.0,1395.0,170.0
54646,123,20,310.0,515.0,205.0
54651,53,6,655.0,735.0,80.0
54654,53,6,1105.0,1195.0,90.0
54701,319,31,645.0,1095.0,450.0
54702,394,39,510.0,1120.0,610.0
54703,661,60,1150.0,810.0,1100.0
54704,601,56,875.0,325.0,890.0
54751,413,48,805.0,60.0,695.0
54752,412,48,85.0,730.0,645.0
54753,126,18,640.0,830.0,190.0
54754,126,18,375.0,560.0,185.0
54755,126,18,435.0,620.0,185.0
54756,126,18,970.0,1160.0,190.0
54757,327,43,385.0,955.0,570.0
54758,327,43,655.0,1175.0,520.0
54759,137,17,540.0,720.0,180.0
54760,125,16,750.0,925.0,175.0
54761,125,16,990.0,1170.0,180.0
54762,125,16,465.0,645.0,180.0
54763,190,31,685.0,1055.0,370.0
54764,190,26,300.0,645.0,345.0
54765,95,11,225.0,360.0,135.0
54766,95,11,1180.0,1340.0,160.0
54781,300,38,1050.0,110.0,500.0
54782,300,42,550.0,1010.0,460.0
54783,422,60,515.0,1250.0,735.0
54784,423,60,280.0,965.0,685.0
54785,88,14,335.0,490.0,155.0
54786,88,14,1040.0,1185.0,145.0
54787,82,13,400.0,520.0,120.0
54788,82,10,1305.0,1415.0,110.0
54789,384,45,285.0,805.0,520.0
54790,384,45,850.0,1375.0,525.0
54791,279,32,810.0,1260.0,450.0
54792,279,34,275.0,760.0,485.0
54793,212,22,305.0,670.0,365.0
54794,212,23,840.0,1185.0,345.0
54803,457,58,525.0,1295.0,770.0
54804,455,58,375.0,1225.0,850.0
54805,618,86,1410.0,1370.0,1400.0
54806,621,81,335.0,225.0,1330.0
54809,542,64,775.0,110.0,775.0
54810,543,64,70.0,885.0,815.0
54813,208,24,540.0,830.0,290.0
54819,300,22,900.0,1320.0,420.0
54820,300,22,420.0,870.0,450.0
54822,21,2,555.0,615.0,60.0
54825,88,12,1080.0,1275.0,195.0
54826,87,12,300.0,525.0,225.0
54833,367,41,1105.0,245.0,580.0
54834,367,41,1415.0,555.0,580.0
54835,142,21,390.0,610.0,220.0
54836,143,21,1065.0,1290.0,225.0
54881,118,8,450.0,580.0,130.0
54882,118,8,630.0,765.0,135.0
55001,164,26,460.0,795.0,335.0
55002,164,24,825.0,1135.0,310.0
55007,290,50,1065.0,270.0,645.0
55008,290,50,80.0,647.0,567.0
55009,108,17,1065.0,1235.0,170.0
55010,109,17,370.0,595.0,225.0
55011,118,18,330.0,555.0,225.0
55012,119,18,1110.0,1340.0,230.0
55013,200,33,805.0,1295.0,490.0
55014,201,33,290.0,780.0,490.0
55017,132,23,1045.0,1300.0,255.0
55018,134,23,299.0,580.0,281.0
